condition_identifier,mae_mean,mae_sample_std,mape_percent_mean,mape_percent_sample_std,model_identifier,rmse_mean,rmse_sample_std,scope_identifier,seed_count,wmape_percent_mean,wmape_percent_sample_std
temporal_tail_75pct_sensors_12steps,2.554353254858678,0.017884034587777393,6.248983623764368,0.08907044594915904,MS-GRU,5.323471779017868,0.03782184311379798,overall,5,4.089039610106003,0.028628979049326035
clean_native_history,2.1653424699598403,0.013416293839914472,5.082231693816368,0.020119684656872867,MS-TCN-v2,4.962087708098289,0.03743131342155562,horizon_12,5,3.4662215368946696,0.02147643954634182
clean_native_history,1.458682650699147,0.017802632295504134,3.2526668740012865,0.0735492126890075,MS-TCN-v2,3.1099951125369323,0.054535913434543296,horizon_3,5,2.3351234237898986,0.02849923775978643
clean_native_history,1.7365657245812323,0.008279719977970555,3.9585265864321366,0.042121149968052156,MS-TCN-v2,3.892750250280506,0.0229657940249193,horizon_6,5,2.779907648053569,0.013254238848951449
clean_native_history,1.7431954333274562,0.008327344724341445,3.994053311754243,0.04299358414273409,MS-TCN-v2,3.964764192352886,0.016425038596333128,overall,5,2.7905283505613747,0.013330514234893188
iid_random_10pct,2.170939531380397,0.012958377972449767,5.109966082930769,0.021469433222002347,MS-TCN-v2,4.961901626001295,0.03547949955396358,horizon_12,5,3.475181161115043,0.020743420236966053
iid_random_10pct,1.4811740608120707,0.01764324859815606,3.327617435750072,0.07580641402167937,MS-TCN-v2,3.1711693769568026,0.05554644894810439,horizon_3,5,2.3711286635612643,0.028244089318232333
iid_random_10pct,1.750943696663833,0.00913193951616453,4.012282562990789,0.044779757844365255,MS-TCN-v2,3.9218999182253356,0.025575457753103836,horizon_6,5,2.802924015352631,0.014618478381329385
iid_random_10pct,1.7581869765039972,0.00873661138325184,4.048079542180413,0.04589310828515949,MS-TCN-v2,3.9913246799983377,0.01883679984527399,overall,5,2.8145269943467985,0.013985673256534846
iid_random_30pct,2.1894770639379075,0.012278941931434698,5.185787857092764,0.028530980395775465,MS-TCN-v2,4.973155523452781,0.031728913211628684,horizon_12,5,3.504855540795463,0.0196557974378101
iid_random_30pct,1.5364921415837602,0.016870463541511095,3.507968193403115,0.07939478465502932,MS-TCN-v2,3.314493166266678,0.05542143678356827,horizon_3,5,2.459684283323493,0.027006980968131852
iid_random_30pct,1.787842383135431,0.010523577115082639,4.145825441380724,0.05238515997722498,MS-TCN-v2,3.9958951806273184,0.028548599936406984,horizon_6,5,2.8619917138990028,0.01684622245677119
iid_random_30pct,1.796661391539113,0.00931605224657871,4.181593750511178,0.05256742178193217,MS-TCN-v2,4.060400733227423,0.02170522563087955,overall,5,2.876117303656992,0.014913249204517314
iid_random_50pct,2.221362115127888,0.012254067949683424,5.304182854818886,0.02827128569913059,MS-TCN-v2,4.994434866235741,0.03031966191590701,horizon_12,5,3.5558962665342193,0.019615979842002265
iid_random_50pct,1.6222545633707461,0.015247142103404308,3.7847695817792384,0.07483071103069493,MS-TCN-v2,3.523785323745435,0.04764615567063136,horizon_3,5,2.596976544871783,0.024408296523200226
iid_random_50pct,1.8468591664480603,0.010885240231716355,4.349243517387358,0.05201672169700501,MS-TCN-v2,4.10339914081911,0.026730662788958786,horizon_6,5,2.9564662304531413,0.017425175530483183
iid_random_50pct,1.8584535774479363,0.009215731232511497,4.388472307174173,0.04999643024433552,MS-TCN-v2,4.166755902042249,0.01970099038931043,overall,5,2.9750349828368803,0.014752654110840837
spatial_geographic_knn4_cluster_16_full_history,2.2035069540553587,0.014057041983508278,5.1883743133758085,0.021598997798312647,MS-TCN-v2,5.016970914362046,0.038084646012978125,horizon_12,5,3.527314208632093,0.022502131807894746
spatial_geographic_knn4_cluster_16_full_history,1.5282335008191523,0.016332347363403533,3.4551309359494473,0.06253529191757311,MS-TCN-v2,3.3041700148085065,0.04290972535136099,horizon_3,5,2.446463487498672,0.0261455408929949
spatial_geographic_knn4_cluster_16_full_history,1.7906658283549017,0.007685018471716844,4.115529658186995,0.034322206463243805,MS-TCN-v2,4.007773671553084,0.019561026135726994,horizon_6,5,2.866511506526696,0.012302236144912082
spatial_geographic_knn4_cluster_16_full_history,1.7987293603930283,0.008249751865372893,4.153497930477908,0.03485549250090051,MS-TCN-v2,4.079891492977529,0.014008514451639746,overall,5,2.879427733230522,0.01320630264701665
spatial_geographic_knn4_cluster_32_full_history,2.2354165992702946,0.014723414751596185,5.260532723546378,0.024325972279829074,MS-TCN-v2,5.058268559381974,0.03811875254217102,horizon_12,5,3.578394303819406,0.023568843273813155
spatial_geographic_knn4_cluster_32_full_history,1.5895693214268192,0.015608360967016517,3.6153953275313997,0.05486321638882774,MS-TCN-v2,3.4585649255045903,0.0344836250316879,horizon_3,5,2.5446525701957823,0.02498655158720037
spatial_geographic_knn4_cluster_32_full_history,1.8370617280045134,0.00742646095971847,4.235978459510269,0.02972079662788359,MS-TCN-v2,4.098167469240204,0.01777254730572236,horizon_6,5,2.9407824163164102,0.011888335308973682
spatial_geographic_knn4_cluster_32_full_history,1.847178313237291,0.008713798508981,4.2768047705428005,0.030235349836989146,MS-TCN-v2,4.172058798993892,0.013872567733058378,overall,5,2.9569854034045746,0.013949154131258652
spatial_geographic_knn4_cluster_8_full_history,2.1829681045928586,0.013702184415233134,5.1309982862018515,0.02080924622728457,MS-TCN-v2,4.986681444294154,0.037541992227001095,horizon_12,5,3.4944361750934654,0.021934085430589726
spatial_geographic_knn4_cluster_8_full_history,1.4918590710752009,0.017222442518965878,3.3493877134185803,0.06864946749399779,MS-TCN-v2,3.2040001158121747,0.049136780961201935,horizon_3,5,2.388233698530256,0.027570444415470737
spatial_geographic_knn4_cluster_8_full_history,1.761939530096201,0.00803738136270445,4.032630343901383,0.03854411237984633,MS-TCN-v2,3.946753167247357,0.021473663085502297,horizon_6,5,2.820526229321662,0.012866301346523012
spatial_geographic_knn4_cluster_8_full_history,1.7692794041084148,0.008351773936873105,4.069519279977383,0.03936715476503147,MS-TCN-v2,4.018828527394471,0.01542514213300105,overall,5,2.832283886726669,0.013369620814022572
temporal_tail_25pct_sensors_3steps,2.185731155300914,0.014387376293744734,5.1759614119192,0.023335128471387304,MS-TCN-v2,4.977166183842876,0.03831771942990581,horizon_12,5,3.4988591917777354,0.023030922018405193
