absolute_mae_degradation,clean_mae,condition_identifier,model_identifier,model_seed,relative_mae_degradation_percent,scenario_mae,scope_identifier
0.8084069232435889,1.7269280033858796,temporal_tail_75pct_sensors_12steps,MS-GRU,17,46.81184865023881,2.5353349266294685,overall
0.026319264915971807,1.7269280033858796,spatial_geographic_knn4_cluster_8_full_history,MS-GRU,17,1.5240510817109498,1.7532472683018514,overall
0.055839840312854605,1.7269280033858796,spatial_geographic_knn4_cluster_16_full_history,MS-GRU,17,3.2334781880525956,1.7827678436987342,overall
0.10472598246648634,1.7269280033858796,spatial_geographic_knn4_cluster_32_full_history,MS-GRU,17,6.064293488851687,1.831653985852366,overall
0.01743902527351837,1.441245852718401,iid_random_10pct,MS-GRU,17,1.2099965623925864,1.4586848779919195,horizon_3
0.06466193496317874,1.441245852718401,iid_random_30pct,MS-GRU,17,4.486530513945059,1.5059077876815798,horizon_3
0.14274115962716327,1.441245852718401,iid_random_50pct,MS-GRU,17,9.904011821295617,1.5839870123455644,horizon_3
0.08950516005464149,1.441245852718401,temporal_tail_25pct_sensors_3steps,MS-GRU,17,6.21026314738888,1.5307510127730426,horizon_3
0.2839349965135023,1.441245852718401,temporal_tail_50pct_sensors_6steps,MS-GRU,17,19.700663559791636,1.7251808492319034,horizon_3
1.0267505411710571,1.441245852718401,temporal_tail_75pct_sensors_12steps,MS-GRU,17,71.24048539216643,2.4679963938894582,horizon_3
0.033817713567398267,1.441245852718401,spatial_geographic_knn4_cluster_8_full_history,MS-GRU,17,2.346422264016448,1.4750635662857994,horizon_3
0.07057574245883558,1.441245852718401,spatial_geographic_knn4_cluster_16_full_history,MS-GRU,17,4.89685658596827,1.5118215951772367,horizon_3
0.1335372094784495,1.441245852718401,spatial_geographic_knn4_cluster_32_full_history,MS-GRU,17,9.26540112684999,1.5747830621968506,horizon_3
0.010226629768649964,1.754834501155729,iid_random_10pct,MS-GRU,17,0.5827689028176011,1.7650611309243789,horizon_6
0.03900649577486259,1.754834501155729,iid_random_30pct,MS-GRU,17,2.222801965038471,1.7938409969305915,horizon_6
0.09049729363276571,1.754834501155729,iid_random_50pct,MS-GRU,17,5.157027262295359,1.8453317947884946,horizon_6
0.05189486254595721,1.754834501155729,temporal_tail_25pct_sensors_3steps,MS-GRU,17,2.957251097569566,1.8067293637016861,horizon_6
