baseline_mae,baseline_model,condition_identifier,far_mae,model_seed,paired_mae_improvement_percent,reference_model,scope_identifier
1.787064660398834,MS-GRU,iid_random_30pct,1.6750274298365686,101,6.269343971989304,FAR-GF-RC,overall
1.5205650663079862,MS-GRU,iid_random_30pct,1.410641875911414,101,7.229101393436026,FAR-GF-RC,horizon_3
1.8069307851646836,MS-GRU,iid_random_30pct,1.7245712473788688,101,4.557979667068907,FAR-GF-RC,horizon_6
2.15860001575683,MS-GRU,iid_random_30pct,2.0458203198864098,101,5.224668537347262,FAR-GF-RC,horizon_12
1.8466021809347102,MS-GRU,iid_random_50pct,1.7366023612381478,101,5.956876951205746,FAR-GF-RC,overall
1.6008584036515363,MS-GRU,iid_random_50pct,1.4797314990338308,101,7.566372162673266,FAR-GF-RC,horizon_3
1.8607879050360485,MS-GRU,iid_random_50pct,1.7773031683975424,101,4.486526186706311,FAR-GF-RC,horizon_6
2.1931916771237314,MS-GRU,iid_random_50pct,2.0975812937618086,101,4.3594175720797645,FAR-GF-RC,horizon_12
1.8010360975162512,MS-GRU,temporal_tail_25pct_sensors_3steps,1.6775727237671447,101,6.855130439604773,FAR-GF-RC,overall
1.5453892211144322,MS-GRU,temporal_tail_25pct_sensors_3steps,1.419932707323851,101,8.118117563943555,FAR-GF-RC,horizon_3
1.8193576906317857,MS-GRU,temporal_tail_25pct_sensors_3steps,1.724539484707115,101,5.211630808658873,FAR-GF-RC,horizon_6
2.159346858994381,MS-GRU,temporal_tail_25pct_sensors_3steps,2.0387248365595907,101,5.586041998410796,FAR-GF-RC,horizon_12
1.9450771016128021,MS-GRU,temporal_tail_50pct_sensors_6steps,1.7880515192719793,101,8.072974701651763,FAR-GF-RC,overall
1.7438906767803635,MS-GRU,temporal_tail_50pct_sensors_6steps,1.5613496917530534,101,10.46745575613284,FAR-GF-RC,horizon_3
1.947734687102594,MS-GRU,temporal_tail_50pct_sensors_6steps,1.816040881393419,101,6.76138318946713,FAR-GF-RC,horizon_6
