absolute_mae_degradation_mean,absolute_mae_degradation_sample_std,condition_identifier,model_identifier,relative_mae_degradation_percent_mean,relative_mae_degradation_percent_sample_std,scope_identifier,seed_count
0.026666836891268853,0.0005628840218002053,spatial_geographic_knn4_cluster_8_full_history,MS-GRU,1.5372370846494263,0.03387293598883766,overall,5
0.02648798472218452,0.003708903597973628,temporal_tail_25pct_sensors_3steps,MS-GRU,1.2429200559649645,0.17596579824278336,horizon_12,5
0.09139383488300154,0.0019412065717288433,temporal_tail_25pct_sensors_3steps,MS-GRU,6.31989385244919,0.14280935954829363,horizon_3,5
0.053483350374002335,0.0018116392339444143,temporal_tail_25pct_sensors_3steps,MS-GRU,3.031959221090615,0.10547338008209377,horizon_6,5
0.06130485523634919,0.0022080779869645415,temporal_tail_25pct_sensors_3steps,MS-GRU,3.53400805731962,0.130522459669753,overall,5
0.10384284039950478,0.009684163041653187,temporal_tail_50pct_sensors_6steps,MS-GRU,4.872506990934042,0.4611483331291646,horizon_12,5
0.28918227461848633,0.005823625923247564,temporal_tail_50pct_sensors_6steps,MS-GRU,19.99706327769602,0.4353189864286594,horizon_3,5
0.18017474047171894,0.006701491797272137,temporal_tail_50pct_sensors_6steps,MS-GRU,10.214298789559976,0.39574105998671594,horizon_6,5
0.2037496706799974,0.006963013471161595,temporal_tail_50pct_sensors_6steps,MS-GRU,11.74553464920835,0.4153723325323083,overall,5
0.5634254213352585,0.03160418348330974,temporal_tail_75pct_sensors_12steps,MS-GRU,26.436498944466752,1.5242251378712284,horizon_12,5
1.027618996456178,0.021715521000924626,temporal_tail_75pct_sensors_12steps,MS-GRU,71.05971191511665,1.5730323870519862,horizon_3,5
0.7785808319268228,0.016332208428855115,temporal_tail_75pct_sensors_12steps,MS-GRU,44.13637864433288,0.9193650396133054,horizon_6,5
0.8195907589432674,0.017770406694919458,temporal_tail_75pct_sensors_12steps,MS-GRU,47.24615543092915,1.0675778165223846,overall,5
