condition_identifier,mae,mape_percent,model_identifier,model_seed,rmse,scope_identifier,scored_cells,wmape_percent
spatial_geographic_knn4_cluster_16_full_history,1.727011130355525,3.9981436965648944,FAR-GF-RC,101,3.790590961800729,horizon_6,3384008,2.76461258079172
spatial_geographic_knn4_cluster_16_full_history,2.038360873534372,4.84271058912473,FAR-GF-RC,101,4.481791347854038,horizon_12,3384008,3.2629528390210303
spatial_geographic_knn4_cluster_32_full_history,1.709902898903789,3.947741558733515,FAR-GF-RC,101,3.7740594756743318,overall,40608096,2.737233258459196
spatial_geographic_knn4_cluster_32_full_history,1.4578455809203015,3.2109954235148397,FAR-GF-RC,101,3.0756813072499223,horizon_3,3384008,2.3337834056255695
spatial_geographic_knn4_cluster_32_full_history,1.7610755804945664,4.073213455096423,FAR-GF-RC,101,3.8472292496981093,horizon_6,3384008,2.819143212214321
spatial_geographic_knn4_cluster_32_full_history,2.063607062536432,4.89360968302909,FAR-GF-RC,101,4.514414634693507,horizon_12,3384008,3.3033662541077793
clean_native_history,1.7269280033858796,4.006429016247138,MS-GRU,17,3.850064968930131,overall,40608096,2.764487251798232
clean_native_history,1.441245852718401,3.2345020923335595,MS-GRU,17,3.0368317321919953,horizon_3,3384008,2.3072098297115597
clean_native_history,1.754834501155729,4.069948050054902,MS-GRU,17,3.8888813311820067,horizon_6,3384008,2.8091524448390595
clean_native_history,2.1228426388350665,5.0049767951423965,MS-GRU,17,4.703085197557199,horizon_12,3384008,3.3981889591372068
iid_random_10pct,1.7384788481194269,4.042845726576063,MS-GRU,17,3.8742802743222438,overall,40608096,2.7829779838674233
iid_random_10pct,1.4586848779919195,3.287104573957551,MS-GRU,17,3.0883049240789817,horizon_3,3384008,2.3351269893382534
iid_random_10pct,1.7650611309243789,4.105411689688187,MS-GRU,17,3.9129134739139566,horizon_6,3384008,2.825523311720322
iid_random_10pct,2.126887550852844,5.020455048613697,MS-GRU,17,4.708108331982569,horizon_12,3384008,3.4046639446627647
iid_random_30pct,1.7709382130103992,4.146816148952575,MS-GRU,17,3.9417324867110275,overall,40608096,2.834939328096381
iid_random_30pct,1.5059077876815798,3.4303509425550662,MS-GRU,17,3.221524732779066,horizon_3,3384008,2.4107235027423086
iid_random_30pct,1.7938409969305915,4.2068418027686025,MS-GRU,17,3.979024798403736,horizon_6,3384008,2.871594340583868
iid_random_30pct,2.14145521729681,5.073969498459249,MS-GRU,17,4.727674344361134,horizon_12,3384008,3.427983470267095
iid_random_50pct,1.8268530998835635,4.314928248063792,MS-GRU,17,4.046542233152515,overall,40608096,2.9244485558369324
iid_random_50pct,1.5839870123455644,3.658508927609591,MS-GRU,17,3.418625052567053,horizon_3,3384008,2.535716163988287
iid_random_50pct,1.8453317947884946,4.370248783942482,MS-GRU,17,4.079048477442341,horizon_6,3384008,2.9540212022588466
iid_random_50pct,2.1683204273112042,5.161855559326485,MS-GRU,17,4.757893390471188,horizon_12,3384008,3.470988570308761
temporal_tail_25pct_sensors_3steps,1.785905291635505,4.189956241463408,MS-GRU,17,3.985684786664042,overall,40608096,2.8588988087317304
temporal_tail_25pct_sensors_3steps,1.5307510127730426,3.502964882254091,MS-GRU,17,3.3079237538299364,horizon_3,3384008,2.4504936314990706
temporal_tail_25pct_sensors_3steps,1.8067293637016861,4.245924362770666,MS-GRU,17,4.018088592206181,horizon_6,3384008,2.892226136346465
temporal_tail_25pct_sensors_3steps,2.145527841396502,5.084553622281011,MS-GRU,17,4.73947650118872,horizon_12,3384008,3.4345028165422784
temporal_tail_50pct_sensors_6steps,1.9243910531625514,4.60869248362778,MS-GRU,17,4.283002570436952,overall,40608096,3.080588492115447
temporal_tail_50pct_sensors_6steps,1.7251808492319034,4.0902933733677305,MS-GRU,17,3.825176250226538,horizon_3,3384008,2.7617454758814755
temporal_tail_50pct_sensors_6steps,1.9312842627049713,4.647238276282991,MS-GRU,17,4.294651612065723,horizon_6,3384008,3.0916145680312317
temporal_tail_50pct_sensors_6steps,2.2164962100551935,5.288033228448364,MS-GRU,17,4.847511600329656,horizon_12,3384008,3.548107057578385
temporal_tail_75pct_sensors_12steps,2.5353349266294685,6.210030941004381,MS-GRU,17,5.287100586611269,overall,40608096,4.058594840065166
temporal_tail_75pct_sensors_12steps,2.4679963938894582,6.117279944208561,MS-GRU,17,5.169995792570235,horizon_3,3384008,3.9508773114138513
temporal_tail_75pct_sensors_12steps,2.525303263526603,6.2317890103410365,MS-GRU,17,5.280267062490496,horizon_6,3384008,4.042524712173
temporal_tail_75pct_sensors_12steps,2.6658446529623796,6.339976100682484,MS-GRU,17,5.48937450642581,horizon_12,3384008,4.267411865932262
spatial_geographic_knn4_cluster_8_full_history,1.7532472683018514,4.080952956995517,MS-GRU,17,3.9057020423518556,overall,40608096,2.806619449663024
spatial_geographic_knn4_cluster_8_full_history,1.4750635662857994,3.3317419069104663,MS-GRU,17,3.13151079083851,horizon_3,3384008,2.3613467148334877
spatial_geographic_knn4_cluster_8_full_history,1.7799871662773892,4.142895078245998,MS-GRU,17,3.9423623886367407,horizon_6,3384008,2.8494170228800058
spatial_geographic_knn4_cluster_8_full_history,2.1404853344261223,5.050946974358566,MS-GRU,17,4.730505301744347,horizon_12,3384008,3.4264309080552127
spatial_geographic_knn4_cluster_16_full_history,1.7827678436987342,4.162403500193702,MS-GRU,17,3.96844952417731,overall,40608096,2.8538763440966224
spatial_geographic_knn4_cluster_16_full_history,1.5118215951772367,3.4367713981111137,MS-GRU,17,3.2320862824751355,horizon_3,3384008,2.4201905862098974
spatial_geographic_knn4_cluster_16_full_history,1.8083940853443152,4.223588134940236,MS-GRU,17,4.003320695545485,horizon_6,3384008,2.8948910354405326
spatial_geographic_knn4_cluster_16_full_history,2.160839373862361,5.103179461894062,MS-GRU,17,4.764588828485367,horizon_12,3384008,3.4590131027128557
spatial_geographic_knn4_cluster_32_full_history,1.831653985852366,4.287840038374799,MS-GRU,17,4.064963748735275,overall,40608096,2.932133872209167
spatial_geographic_knn4_cluster_32_full_history,1.5747830621968506,3.604248536297253,MS-GRU,17,3.3916837476138206,horizon_3,3384008,2.520982075272448
spatial_geographic_knn4_cluster_32_full_history,1.8544255471977131,4.345931767010946,MS-GRU,17,4.095727093613033,horizon_6,3384008,2.968578550428314
spatial_geographic_knn4_cluster_32_full_history,2.1920826952237795,5.171664065674189,MS-GRU,17,4.809847205340976,horizon_12,3384008,3.5090265647353687
clean_native_history,1.7381333607576492,4.020632747053862,MS-GRU,29,3.8847812813238605,overall,40608096,2.782424923516662
clean_native_history,1.4437946097552739,3.2372171414392876,MS-GRU,29,3.061344023804202,horizon_3,3384008,2.3112899922167474
clean_native_history,1.769465796881269,4.089516378797215,MS-GRU,29,3.939544426204259,horizon_6,3384008,2.832574334556577
clean_native_history,2.1370235724027737,5.046433398290805,MS-GRU,29,4.72074495230708,horizon_12,3384008,3.4208894132351544
iid_random_10pct,1.7508264503481947,4.063039099447278,MS-GRU,29,3.910445736170474,overall,40608096,2.8027441749794892
iid_random_10pct,1.4631540393233498,3.298687350583325,MS-GRU,29,3.1178176352298634,horizon_3,3384008,2.3422814196077275
iid_random_10pct,1.7806869632058095,4.129516167003812,MS-GRU,29,3.9650239125598548,horizon_6,3384008,2.8505372631368897
iid_random_10pct,2.1415855373107315,5.065375739139517,MS-GRU,29,4.7240181141882145,horizon_12,3384008,3.428192083013212
iid_random_30pct,1.7845843814156692,4.1677118441076155,MS-GRU,29,3.9773744610468698,overall,40608096,2.85678427966257
iid_random_30pct,1.512391080109035,3.4461799929273966,MS-GRU,29,3.253182897628733,horizon_3,3384008,2.42110224276734
iid_random_30pct,1.8101372731678844,4.227352385624926,MS-GRU,29,4.028767278540043,horizon_6,3384008,2.8976815437951196
iid_random_30pct,2.157220355609649,5.117336440970615,MS-GRU,29,4.74221126680171,horizon_12,3384008,3.453219876383075
iid_random_50pct,1.8424997040041482,4.338625389406005,MS-GRU,29,4.0864117467044885,overall,40608096,2.94949582911091
iid_random_50pct,1.5927112635682106,3.683034941089663,MS-GRU,29,3.4573348966243977,horizon_3,3384008,2.549682329538596
iid_random_50pct,1.863064049676521,4.3894833458834785,MS-GRU,29,4.130435165587109,horizon_6,3384008,2.982407131039254
iid_random_50pct,2.1873843336604955,5.2065693976061,MS-GRU,29,4.779160728626051,horizon_12,3384008,3.5015055548883325
temporal_tail_25pct_sensors_3steps,1.7990692010100922,4.21043115226543,MS-GRU,29,4.023201706546461,overall,40608096,2.8799717542039924
temporal_tail_25pct_sensors_3steps,1.5346512039471134,3.5117025651560567,MS-GRU,29,3.3357848990311387,horizon_3,3384008,2.456737229284693
temporal_tail_25pct_sensors_3steps,1.8229884029243288,4.2671209369704215,MS-GRU,29,4.069988067775647,horizon_6,3384008,2.918253730260843
temporal_tail_25pct_sensors_3steps,2.1625977732360275,5.134823175981989,MS-GRU,29,4.761344057424891,horizon_12,3384008,3.4618279007709103
temporal_tail_50pct_sensors_6steps,1.9412513267225053,4.6464670262429175,MS-GRU,29,4.325229051864318,overall,40608096,3.1075786221190937
temporal_tail_50pct_sensors_6steps,1.7323590193176726,4.11645938868379,MS-GRU,29,3.8628804142312503,horizon_3,3384008,2.773236606662522
temporal_tail_50pct_sensors_6steps,1.9495640531129836,4.674287860493014,MS-GRU,29,4.344115682420798,horizon_6,3384008,3.1208769958453613
temporal_tail_50pct_sensors_6steps,2.239452078331413,5.365774126617868,MS-GRU,29,4.877168454882008,horizon_12,3384008,3.584854189323612
temporal_tail_75pct_sensors_12steps,2.5709838478457225,6.270463492664848,MS-GRU,29,5.356041085625698,overall,40608096,4.115662064668317
temporal_tail_75pct_sensors_12steps,2.4789447960418456,6.149435046104619,MS-GRU,29,5.214612323898833,horizon_3,3384008,3.9684039957182526
temporal_tail_75pct_sensors_12steps,2.561854901857403,6.254874649137393,MS-GRU,29,5.335162736410201,horizon_6,3384008,4.101036853410373
temporal_tail_75pct_sensors_12steps,2.7164615685272597,6.454597637140918,MS-GRU,29,5.562525329685263,horizon_12,3384008,4.348438052457583
spatial_geographic_knn4_cluster_8_full_history,1.765233154939901,4.097078375902188,MS-GRU,29,3.9422022043234928,overall,40608096,2.8258066020790027
spatial_geographic_knn4_cluster_8_full_history,1.4778841053045448,3.3359445008304562,MS-GRU,29,3.1574658145268404,horizon_3,3384008,2.3658619579038214
spatial_geographic_knn4_cluster_8_full_history,1.7952287312137047,4.162790245849806,MS-GRU,29,3.9933288127917748,horizon_6,3384008,2.8738158362016186
spatial_geographic_knn4_cluster_8_full_history,2.156061422337427,5.095846427771175,MS-GRU,29,4.750969670056619,horizon_12,3384008,3.451364687412402
spatial_geographic_knn4_cluster_16_full_history,1.7955411890019377,4.1807919425821956,MS-GRU,29,4.006295304671738,overall,40608096,2.8743240698757453
spatial_geographic_knn4_cluster_16_full_history,1.5151081545128506,3.4430004653212842,MS-GRU,29,3.2590347929740777,horizon_3,3384008,2.4254518551257847
spatial_geographic_knn4_cluster_16_full_history,1.824456012735608,4.2445386779810494,MS-GRU,29,4.054434439471347,horizon_6,3384008,2.9206030912328944
spatial_geographic_knn4_cluster_16_full_history,2.1770869443196896,5.150249042917748,MS-GRU,29,4.7862713434087745,horizon_12,3384008,3.485021773129989
spatial_geographic_knn4_cluster_32_full_history,1.8460041291021365,4.307407690166239,MS-GRU,29,4.104429694606797,overall,40608096,2.95510575522785
spatial_geographic_knn4_cluster_32_full_history,1.5781757711040638,3.609338323711168,MS-GRU,29,3.4173997228949373,horizon_3,3384008,2.5264132730971
spatial_geographic_knn4_cluster_32_full_history,1.8717900968891845,4.36483187496398,MS-GRU,29,4.145162859261412,horizon_6,3384008,2.9963758539274186
spatial_geographic_knn4_cluster_32_full_history,2.2117448694668744,5.224926060105114,MS-GRU,29,4.83777352789646,horizon_12,3384008,3.5405012403440064
clean_native_history,1.72866294063438,4.020579928519085,MS-GRU,43,3.8429060535820647,overall,40608096,2.7672645603465593
clean_native_history,1.4406077300581304,3.2383130870467105,MS-GRU,43,3.0336256494974787,horizon_3,3384008,2.306188294855753
clean_native_history,1.7597126121190434,4.076669818498744,MS-GRU,43,3.898190024883737,horizon_6,3384008,2.8169613620502076
clean_native_history,2.123878738661698,5.074094756694461,MS-GRU,43,4.6661290545067695,horizon_12,3384008,3.399847519657432
iid_random_10pct,1.742131008640727,4.0533370896182666,MS-GRU,43,3.8683690709298144,overall,40608096,2.788824406638297
iid_random_10pct,1.4590088902086518,3.285325012797509,MS-GRU,43,3.0823572891033515,horizon_3,3384008,2.335645682363445
iid_random_10pct,1.7710336279157883,4.105655378159207,MS-GRU,43,3.9217556972021073,horizon_6,3384008,2.83508413042668
iid_random_10pct,2.1325469397256227,5.0919582606832,MS-GRU,43,4.6785021060631165,horizon_12,3384008,3.4137233409793435
iid_random_30pct,1.7781162097922512,4.145833085215862,MS-GRU,43,3.9384910376071653,overall,40608096,2.8464299522324032
iid_random_30pct,1.5083123363171398,3.416255716421736,MS-GRU,43,3.2136840225266483,horizon_3,3384008,2.4145728100881163
iid_random_30pct,1.801539653715808,4.188766692510436,MS-GRU,43,3.9863519788289907,horizon_6,3384008,2.8839184090449823
iid_random_30pct,2.155231938393296,5.142704584864036,MS-GRU,43,4.710999881669638,horizon_12,3384008,3.450036871996807
iid_random_50pct,1.8400371822347497,4.307966110246841,MS-GRU,43,4.052877750048987,overall,40608096,2.9455537944543226
iid_random_50pct,1.5904501322735558,3.6394090049327192,MS-GRU,43,3.416914847906196,horizon_3,3384008,2.5460626109878333
iid_random_50pct,1.8571680839480107,4.338455028026001,MS-GRU,43,4.091060065151055,horizon_6,3384008,2.9729688241618684
iid_random_50pct,2.19331869938884,5.232002907879836,MS-GRU,43,4.762285475095556,horizon_12,3384008,3.511005126702383
temporal_tail_25pct_sensors_3steps,1.793409623668178,4.207330129807571,MS-GRU,43,3.990185356380694,overall,40608096,2.870911834287463
temporal_tail_25pct_sensors_3steps,1.5351678190846256,3.509863944917733,MS-GRU,43,3.3160018242928397,horizon_3,3384008,2.4575642495471954
temporal_tail_25pct_sensors_3steps,1.8156017080985025,4.24679849703348,MS-GRU,43,4.033626231604061,horizon_6,3384008,2.906429052882102
temporal_tail_25pct_sensors_3steps,2.1563569140689705,5.165901502933675,MS-GRU,43,4.722474660972603,horizon_12,3384008,3.4518377025673064
temporal_tail_50pct_sensors_6steps,1.9430900629307242,4.626461318857589,MS-GRU,43,4.303013671064584,overall,40608096,3.110522093298596
temporal_tail_50pct_sensors_6steps,1.7391031545306535,4.0959713297038025,MS-GRU,43,3.8472050469254913,horizon_3,3384008,2.784032915305454
temporal_tail_50pct_sensors_6steps,1.949291987355336,4.633835082939533,MS-GRU,43,4.3127289343019894,horizon_6,3384008,3.1204414709068273
temporal_tail_50pct_sensors_6steps,2.2422699596485285,5.381046376657719,MS-GRU,43,4.864336058412316,horizon_12,3384008,3.5893649773607486
temporal_tail_75pct_sensors_12steps,2.567653297124799,6.166509276957301,MS-GRU,43,5.3139334762262855,overall,40608096,4.110330478758883
temporal_tail_75pct_sensors_12steps,2.465625673259686,6.009765160808976,MS-GRU,43,5.132095654447601,horizon_3,3384008,3.9470821574294055
temporal_tail_75pct_sensors_12steps,2.555328650813897,6.1311531256441105,MS-GRU,43,5.280079753371462,horizon_6,3384008,4.090589580996693
temporal_tail_75pct_sensors_12steps,2.735318802784467,6.443448269876405,MS-GRU,43,5.6021304171755535,horizon_12,3384008,4.3786242019537465
spatial_geographic_knn4_cluster_8_full_history,1.7559362691248088,4.093109910548272,MS-GRU,43,3.9000858434812766,overall,40608096,2.8109240347300135
spatial_geographic_knn4_cluster_8_full_history,1.4745220571668225,3.332515417248239,MS-GRU,43,3.1272396942718412,horizon_3,3384008,2.3604798431891907
spatial_geographic_knn4_cluster_8_full_history,1.7855302892760834,4.145852716090812,MS-GRU,43,3.9512442578215214,horizon_6,3384008,2.8582904964261266
spatial_geographic_knn4_cluster_8_full_history,2.143732216015432,5.121004578551379,MS-GRU,43,4.69927800411646,horizon_12,3384008,3.431628428100539
spatial_geographic_knn4_cluster_16_full_history,1.7858988436477774,4.170221249563204,MS-GRU,43,3.962929375087564,overall,40608096,2.8588884867149247
spatial_geographic_knn4_cluster_16_full_history,1.5107810480836334,3.431614693363214,MS-GRU,43,3.2239665137915563,horizon_3,3384008,2.4185248325994975
spatial_geographic_knn4_cluster_16_full_history,1.814310425675521,4.220627096657076,MS-GRU,43,4.010119343716638,horizon_6,3384008,2.9043619581372084
spatial_geographic_knn4_cluster_16_full_history,2.1654201585459187,5.171197635353226,MS-GRU,43,4.7375295810652895,horizon_12,3384008,3.466345898677607
spatial_geographic_knn4_cluster_32_full_history,1.8378119343664525,4.295916923911623,MS-GRU,43,4.06502092240256,overall,40608096,2.9419915907307526
spatial_geographic_knn4_cluster_32_full_history,1.574113506622657,3.593921311177777,MS-GRU,43,3.3813534199867794,horizon_3,3384008,2.519910221223811
spatial_geographic_knn4_cluster_32_full_history,1.8627430007297554,4.339328012546787,MS-GRU,43,4.103952041668996,horizon_6,3384008,2.9818931934382293
spatial_geographic_knn4_cluster_32_full_history,2.203563992932745,5.250170056510117,MS-GRU,43,4.799813880161974,horizon_12,3384008,3.527405514921042
clean_native_history,1.740939510943653,4.164296332958916,MS-GRU,71,3.876526600388281,overall,40608096,2.786917042702076
clean_native_history,1.4515243588229165,3.3373527575566486,MS-GRU,71,3.063864989141443,horizon_3,3384008,2.323664114922066
clean_native_history,1.7713778711241523,4.207950387955007,MS-GRU,71,3.9194776531494453,horizon_6,3384008,2.835635197578459
clean_native_history,2.140976486192533,5.302774767347138,MS-GRU,71,4.727873814536557,horizon_12,3384008,3.427217130490802
iid_random_10pct,1.7539487742348723,4.206459785779858,MS-GRU,71,3.9049913380199617,overall,40608096,2.807742428852136
iid_random_10pct,1.4702764834297124,3.3966833140879253,MS-GRU,71,3.119159685426128,horizon_3,3384008,2.353683341786914
iid_random_10pct,1.782769073062076,4.247324059152014,MS-GRU,71,3.9472449473057964,horizon_6,3384008,2.85387032046469
iid_random_10pct,2.1468095991138934,5.32391003539341,MS-GRU,71,4.737268554825737,horizon_12,3384008,3.4365546195557686
iid_random_30pct,1.7882224546313235,4.306095921888738,MS-GRU,71,3.9769967652506937,overall,40608096,2.8626081513040433
iid_random_30pct,1.5192275490228528,3.539197528406888,MS-GRU,71,3.253337306210559,horizon_3,3384008,2.432046363264705
iid_random_30pct,1.8128866335947413,4.340841178904763,MS-GRU,71,4.015397682531024,horizon_6,3384008,2.9020827409221206
iid_random_30pct,2.1637087550010885,5.369791997885501,MS-GRU,71,4.764678359539864,horizon_12,3384008,3.463606330268588
iid_random_50pct,1.8466785521444626,4.475455280047201,MS-GRU,71,4.09260447335056,overall,40608096,2.9561853797977076
iid_random_50pct,1.599601655259343,3.776605552231745,MS-GRU,71,3.457871282806018,horizon_3,3384008,2.5607127719925047
iid_random_50pct,1.8652008299397511,4.497670273332357,MS-GRU,71,4.120306327431462,horizon_6,3384008,2.985827705171221
iid_random_50pct,2.195955971648414,5.457368264706073,MS-GRU,71,4.814906608871875,horizon_12,3384008,3.5152268006553995
temporal_tail_25pct_sensors_3steps,1.800916541928772,4.342106157365149,MS-GRU,71,4.012272250963077,overall,40608096,2.8829289999081578
temporal_tail_25pct_sensors_3steps,1.5418704567926154,3.6024462626045657,MS-GRU,71,3.3296284826899267,horizon_3,3384008,2.4682941271566965
temporal_tail_25pct_sensors_3steps,1.822941506979959,4.370631039018209,MS-GRU,71,4.043816995838558,horizon_6,3384008,2.9181786588756533
temporal_tail_25pct_sensors_3steps,2.1655959390390795,5.376319096205499,MS-GRU,71,4.770807280967987,horizon_12,3384008,3.466627283326739
temporal_tail_50pct_sensors_6steps,1.9387512885484564,4.756811225238436,MS-GRU,71,4.313756786162501,overall,40608096,3.103576530747817
temporal_tail_50pct_sensors_6steps,1.7362382125286602,4.192535027468277,MS-GRU,71,3.8549408151812803,horizon_3,3384008,2.7794465899841456
temporal_tail_50pct_sensors_6steps,1.9432006325489601,4.748231523285899,MS-GRU,71,4.311451063853162,horizon_6,3384008,3.1106903837043345
temporal_tail_50pct_sensors_6steps,2.2381836410399596,5.579205160730907,MS-GRU,71,4.887134274861324,horizon_12,3384008,3.5828237092869286
temporal_tail_75pct_sensors_12steps,2.5631212180897425,6.39371675707317,MS-GRU,71,5.369880924384687,overall,40608096,4.103075471780022
temporal_tail_75pct_sensors_12steps,2.5072270316399905,6.366745006793096,MS-GRU,71,5.321246067154583,horizon_3,3384008,4.013679443939097
temporal_tail_75pct_sensors_12steps,2.5500370635375313,6.353867072136312,MS-GRU,71,5.330699761830336,horizon_6,3384008,4.082118767752087
temporal_tail_75pct_sensors_12steps,2.6768673118810713,6.5199831571121365,MS-GRU,71,5.499499628648666,horizon_12,3384008,4.2850566395733205
spatial_geographic_knn4_cluster_8_full_history,1.7676798831559792,4.239573626995233,MS-GRU,71,3.9349964080516475,overall,40608096,2.829723354224258
spatial_geographic_knn4_cluster_8_full_history,1.4862684242116804,3.439624080133537,MS-GRU,71,3.1655367033238324,horizon_3,3384008,2.3792839448337357
spatial_geographic_knn4_cluster_8_full_history,1.7967963496145816,4.280644002343332,MS-GRU,71,3.974283893841505,horizon_6,3384008,2.876325291686166
spatial_geographic_knn4_cluster_8_full_history,2.1583723466179237,5.344565896483771,MS-GRU,71,4.755301141064516,horizon_12,3384008,3.4550639523657827
spatial_geographic_knn4_cluster_16_full_history,1.797323624854573,4.320545915963205,MS-GRU,71,3.999020675902148,overall,40608096,2.8771774147645286
spatial_geographic_knn4_cluster_16_full_history,1.5238556098816496,3.548381910307491,MS-GRU,71,3.271589685483891,horizon_3,3384008,2.4394551668951054
spatial_geographic_knn4_cluster_16_full_history,1.8250956615541936,4.3590517034972205,MS-GRU,71,4.034712525317896,horizon_6,3384008,2.921627045937104
spatial_geographic_knn4_cluster_16_full_history,2.1780722519685423,5.39149527807628,MS-GRU,71,4.787274523747538,horizon_12,3384008,3.4865990269086873
spatial_geographic_knn4_cluster_32_full_history,1.847136386036426,4.447834622622323,MS-GRU,71,4.099407411670036,overall,40608096,2.956918285833913
spatial_geographic_knn4_cluster_32_full_history,1.5881092229650424,3.7240366235505316,MS-GRU,71,3.440543168097559,horizon_3,3384008,2.5423151802792705
spatial_geographic_knn4_cluster_32_full_history,1.8715362463654275,4.4799296316147545,MS-GRU,71,4.127233907277884,horizon_6,3384008,2.995969488074134
spatial_geographic_knn4_cluster_32_full_history,2.209931622454577,5.455728408888957,MS-GRU,71,4.833715373806741,horizon_12,3384008,3.537598643672611
clean_native_history,1.7391486638554905,4.106817683851786,MS-GRU,101,3.9013671214739607,overall,40608096,2.784050233005645
clean_native_history,1.4536879879420996,3.33908584613068,MS-GRU,101,3.1047282926731503,horizon_3,3384008,2.327127747696595
clean_native_history,1.7648111391860568,4.159450767913453,MS-GRU,101,3.944437051182382,horizon_6,3384008,2.825123123040173
clean_native_history,2.132263967031967,5.131653464295708,MS-GRU,101,4.727316444908378,horizon_12,3384008,3.413270365960976
iid_random_10pct,1.752151462313142,4.145508865871869,MS-GRU,101,3.9296391038981233,overall,40608096,2.8048652701718746
iid_random_10pct,1.4720340439811646,3.393336609949139,MS-GRU,101,3.158441400805794,horizon_3,3384008,2.356496922116027
iid_random_10pct,1.77625195166417,4.194537215758933,MS-GRU,101,3.972654937195193,horizon_6,3384008,2.843437662857273
iid_random_10pct,2.1390096152772378,5.152714021252122,MS-GRU,101,4.737310386871706,horizon_12,3384008,3.42406861683928
iid_random_30pct,1.787064660398834,4.247974735777438,MS-GRU,101,4.003817749568633,overall,40608096,2.8607547402819002
iid_random_30pct,1.5205650663079862,3.5339405361545024,MS-GRU,101,3.2940031078260343,horizon_3,3384008,2.434187519835493
iid_random_30pct,1.8069307851646836,4.289337711326651,MS-GRU,101,4.044842363080863,horizon_6,3384008,2.8925485733596705
iid_random_30pct,2.15860001575683,5.209810567628063,MS-GRU,101,4.766685760239915,horizon_12,3384008,3.455428398952644
iid_random_50pct,1.8466021809347102,4.4192817261252335,MS-GRU,101,4.1192235045436325,overall,40608096,2.9560631238406834
iid_random_50pct,1.6008584036515363,3.7682673720334634,MS-GRU,101,3.5004970571336558,horizon_3,3384008,2.562724630162624
iid_random_50pct,1.8607879050360485,4.448691141470773,MS-GRU,101,4.152831140824307,horizon_6,3384008,2.978763461349959
iid_random_50pct,2.1931916771237314,5.305408588509778,MS-GRU,101,4.812559010165073,horizon_12,3384008,3.5108017929031843
temporal_tail_25pct_sensors_3steps,1.8010360975162512,4.306316044647588,MS-GRU,101,4.05094204029813,overall,40608096,2.8831203859397814
temporal_tail_25pct_sensors_3steps,1.5453892211144322,3.621360833393506,MS-GRU,101,3.3880949369617044,horizon_3,3384008,2.473927120040195
temporal_tail_25pct_sensors_3steps,1.8193576906317857,4.346040259540703,MS-GRU,101,4.086615221296415,horizon_6,3384008,2.912441658349567
temporal_tail_25pct_sensors_3steps,2.159346858994381,5.233145472675874,MS-GRU,101,4.779046841873764,horizon_12,3384008,3.456623925365024
temporal_tail_50pct_sensors_6steps,1.9450771016128021,4.764427170791117,MS-GRU,101,4.37542933378804,overall,40608096,3.113702968873411
temporal_tail_50pct_sensors_6steps,1.7438906767803635,4.245821972279269,MS-GRU,101,3.9322964177158504,horizon_3,3384008,2.791696991752689
temporal_tail_50pct_sensors_6steps,1.947734687102594,4.775292718644612,MS-GRU,101,4.384797893950338,horizon_6,3384008,3.1179485327924596
temporal_tail_50pct_sensors_6steps,2.2397977160464677,5.486688828277863,MS-GRU,101,4.9187274365821505,horizon_12,3384008,3.585407476809775
temporal_tail_75pct_sensors_12steps,2.5346729846036564,6.204197651122139,MS-GRU,101,5.2904028222414015,overall,40608096,4.057535195257625
temporal_tail_75pct_sensors_12steps,2.449161626746732,6.0866548556379545,MS-GRU,101,5.1495398528278065,horizon_3,3384008,3.9207257867381253
temporal_tail_75pct_sensors_12steps,2.520582200364931,6.1822646620169905,MS-GRU,101,5.257819431927846,horizon_6,3384008,4.034967198279744
temporal_tail_75pct_sensors_12steps,2.6796201736451533,6.407856561473094,MS-GRU,101,5.522669069337656,horizon_12,3384008,4.289463346072239
spatial_geographic_knn4_cluster_8_full_history,1.7650500885108562,4.177835814986081,MS-GRU,101,3.9549076369763045,overall,40608096,2.8255135471234203
spatial_geographic_knn4_cluster_8_full_history,1.4866367371926137,3.432395738842761,MS-GRU,101,3.1948088905251293,horizon_3,3384008,2.3798735564731497
spatial_geographic_knn4_cluster_8_full_history,1.789467961002748,4.227903893938484,MS-GRU,101,3.9947171124690417,horizon_6,3384008,2.864593951339196
spatial_geographic_knn4_cluster_8_full_history,2.1499641444221114,5.175339852889532,MS-GRU,101,4.7551324536895,horizon_12,3384008,3.4416043301849872
spatial_geographic_knn4_cluster_16_full_history,1.793739453579856,4.253567006776295,MS-GRU,101,4.014118513250127,overall,40608096,2.871439830002576
spatial_geographic_knn4_cluster_16_full_history,1.5219584398566988,3.5306689262809905,MS-GRU,101,3.288706216916344,horizon_3,3384008,2.4364180935727817
spatial_geographic_knn4_cluster_16_full_history,1.8168096463860113,4.301006345131331,MS-GRU,101,4.0503525191110255,horizon_6,3384008,2.9083627296996792
spatial_geographic_knn4_cluster_16_full_history,2.1700896632335964,5.223634019332303,MS-GRU,101,4.78830755568477,horizon_12,3384008,3.4738207152203033
spatial_geographic_knn4_cluster_32_full_history,1.8420483451084733,4.374123522677561,MS-GRU,101,4.107099901430895,overall,40608096,2.948773288327141
spatial_geographic_knn4_cluster_32_full_history,1.5826999890699904,3.689920158424828,MS-GRU,101,3.438433479895892,horizon_3,3384008,2.533655840451625
spatial_geographic_knn4_cluster_32_full_history,1.8622159563267995,4.416720953822522,MS-GRU,101,4.136983007562763,horizon_6,3384008,2.981049496740833
